"Population"	"Units"	"Date"	"Sex"	"Ethnic Grou"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 16 to 17"	"number"	2486	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 18 to 19"	"number"	2169	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 20 to 24"	"number"	4773	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 25 to 29"	"number"	3829	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 30 to 34"	"number"	3250	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 35 to 39"	"number"	2755	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 40 to 44"	"number"	2652	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 45 to 49"	"number"	2228	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 50 to 54"	"number"	1390	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 55 to 59"	"number"	919	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 60 to 64"	"number"	749	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 65 to 69"	"number"	482	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 70 to 74"	"number"	452	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 75 to 79"	"number"	335	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 80 to 84"	"number"	220	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"East"	"Age 85 and over"	"number"	225	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 0 to 4"	"number"	36235	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 5 to 7"	"number"	16140	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 8 to 9"	"number"	8954	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 10 to 14"	"number"	21510	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 15"	"number"	3879	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 16 to 17"	"number"	7709	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 18 to 19"	"number"	7322	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 20 to 24"	"number"	19052	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 25 to 29"	"number"	19880	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 30 to 34"	"number"	15947	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 35 to 39"	"number"	12203	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 40 to 44"	"number"	10452	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 45 to 49"	"number"	8827	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 50 to 54"	"number"	5899	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 55 to 59"	"number"	3641	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 60 to 64"	"number"	2679	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 65 to 69"	"number"	2102	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 70 to 74"	"number"	1592	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 75 to 79"	"number"	1215	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 80 to 84"	"number"	824	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"London"	"Age 85 and over"	"number"	671	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 0 to 4"	"number"	15065	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 5 to 7"	"number"	7618	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 8 to 9"	"number"	4107	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 10 to 14"	"number"	9966	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 15"	"number"	1823	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 16 to 17"	"number"	3709	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 18 to 19"	"number"	3454	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 20 to 24"	"number"	7039	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 25 to 29"	"number"	5517	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 30 to 34"	"number"	4823	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 35 to 39"	"number"	4468	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 40 to 44"	"number"	4115	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 45 to 49"	"number"	3492	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 50 to 54"	"number"	2265	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 55 to 59"	"number"	1475	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 60 to 64"	"number"	1248	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 65 to 69"	"number"	976	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 70 to 74"	"number"	701	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 75 to 79"	"number"	518	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 80 to 84"	"number"	350	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South East"	"Age 85 and over"	"number"	348	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 0 to 4"	"number"	5964	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 5 to 7"	"number"	2885	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 8 to 9"	"number"	1600	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 10 to 14"	"number"	4059	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 15"	"number"	771	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 16 to 17"	"number"	1426	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 18 to 19"	"number"	1647	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 20 to 24"	"number"	3517	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 25 to 29"	"number"	2612	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 30 to 34"	"number"	2162	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 35 to 39"	"number"	1857	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 40 to 44"	"number"	1819	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 45 to 49"	"number"	1571	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 50 to 54"	"number"	1091	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 55 to 59"	"number"	695	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 60 to 64"	"number"	583	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 65 to 69"	"number"	481	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 70 to 74"	"number"	291	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 75 to 79"	"number"	269	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 80 to 84"	"number"	169	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"South West"	"Age 85 and over"	"number"	162	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 0 to 4"	"number"	2274	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 5 to 7"	"number"	1046	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 8 to 9"	"number"	593	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 10 to 14"	"number"	1640	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 15"	"number"	309	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 16 to 17"	"number"	651	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 18 to 19"	"number"	722	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 20 to 24"	"number"	1624	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 25 to 29"	"number"	1223	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 30 to 34"	"number"	971	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 35 to 39"	"number"	834	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 40 to 44"	"number"	878	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 45 to 49"	"number"	833	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 50 to 54"	"number"	582	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 55 to 59"	"number"	382	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 60 to 64"	"number"	322	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 65 to 69"	"number"	277	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 70 to 74"	"number"	171	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 75 to 79"	"number"	135	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 80 to 84"	"number"	98	""
"All usual residents"	"Persons"	"2011"	"Females"	"Mixed/multiple ethnic group: Total"	"Wales"	"Age 85 and over"	"number"	87	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 0 to 4"	"number"	3359	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 5 to 7"	"number"	1669	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 8 to 9"	"number"	1064	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 10 to 14"	"number"	2471	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 15"	"number"	447	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 16 to 17"	"number"	914	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 18 to 19"	"number"	1201	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 20 to 24"	"number"	5108	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 25 to 29"	"number"	3909	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 30 to 34"	"number"	3702	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 35 to 39"	"number"	3343	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 40 to 44"	"number"	2482	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 45 to 49"	"number"	1735	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 50 to 54"	"number"	1379	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 55 to 59"	"number"	1114	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 60 to 64"	"number"	813	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 65 to 69"	"number"	442	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 70 to 74"	"number"	391	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 75 to 79"	"number"	308	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 80 to 84"	"number"	185	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North East"	"Age 85 and over"	"number"	87	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 0 to 4"	"number"	22239	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 5 to 7"	"number"	12305	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 8 to 9"	"number"	7434	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 10 to 14"	"number"	16851	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 15"	"number"	3343	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 16 to 17"	"number"	6409	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 18 to 19"	"number"	7061	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 20 to 24"	"number"	22132	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 25 to 29"	"number"	22411	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 30 to 34"	"number"	22110	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 35 to 39"	"number"	18158	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 40 to 44"	"number"	14177	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 45 to 49"	"number"	10204	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 50 to 54"	"number"	9390	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 55 to 59"	"number"	7181	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 60 to 64"	"number"	4876	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 65 to 69"	"number"	3019	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 70 to 74"	"number"	2834	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 75 to 79"	"number"	1958	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 80 to 84"	"number"	1039	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"North West"	"Age 85 and over"	"number"	622	""
"All usual residents"	"Persons"	"2011"	"Females"	"Asian/Asian British: Total"	"Yorkshire and The Humber"	"Age 0 to 4"	"number"	20296	""
