"Population"	"Units"	"Date"	"Sex"	"Highest Level of Qualificatio"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 16 to 18"	"number"	58542	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 19 to 24"	"number"	60232	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 25 to 29"	"number"	40817	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 30 to 34"	"number"	36689	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 35 to 39"	"number"	42890	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 40 to 44"	"number"	53517	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 45 to 49"	"number"	53503	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 50 to 54"	"number"	43365	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 55 to 59"	"number"	32707	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 60 to 64"	"number"	29155	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"North West"	"Age 65 and over"	"number"	53365	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	42462	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	44084	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	30595	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	27408	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	32043	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	38533	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	38089	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	31728	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	24243	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	21903	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	39999	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 16 to 18"	"number"	36904	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 19 to 24"	"number"	36363	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 25 to 29"	"number"	24468	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 30 to 34"	"number"	23077	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 35 to 39"	"number"	27691	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 40 to 44"	"number"	34839	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 45 to 49"	"number"	34267	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 50 to 54"	"number"	27291	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 55 to 59"	"number"	21285	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 60 to 64"	"number"	19973	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East Midlands"	"Age 65 and over"	"number"	33251	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 16 to 18"	"number"	46582	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 19 to 24"	"number"	44939	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 25 to 29"	"number"	30577	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 30 to 34"	"number"	28002	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 35 to 39"	"number"	31872	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 40 to 44"	"number"	40282	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 45 to 49"	"number"	39808	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 50 to 54"	"number"	31940	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 55 to 59"	"number"	25198	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 60 to 64"	"number"	22963	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"West Midlands"	"Age 65 and over"	"number"	40259	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 16 to 18"	"number"	48079	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 19 to 24"	"number"	44939	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 25 to 29"	"number"	33283	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 30 to 34"	"number"	32727	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 35 to 39"	"number"	37545	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 40 to 44"	"number"	46542	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 45 to 49"	"number"	45805	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 50 to 54"	"number"	36100	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 55 to 59"	"number"	28620	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 60 to 64"	"number"	27388	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"East"	"Age 65 and over"	"number"	51466	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 16 to 18"	"number"	58942	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 19 to 24"	"number"	55727	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 25 to 29"	"number"	36925	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 30 to 34"	"number"	34542	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 35 to 39"	"number"	34007	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 40 to 44"	"number"	40581	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 45 to 49"	"number"	41138	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 50 to 54"	"number"	32573	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 55 to 59"	"number"	23718	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 60 to 64"	"number"	20214	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"London"	"Age 65 and over"	"number"	40218	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 16 to 18"	"number"	72649	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 19 to 24"	"number"	62954	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 25 to 29"	"number"	43477	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 30 to 34"	"number"	42390	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 35 to 39"	"number"	49204	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 40 to 44"	"number"	64693	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 45 to 49"	"number"	64451	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 50 to 54"	"number"	52102	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 55 to 59"	"number"	41664	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 60 to 64"	"number"	42367	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South East"	"Age 65 and over"	"number"	91399	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 16 to 18"	"number"	43007	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 19 to 24"	"number"	40771	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 25 to 29"	"number"	26911	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 30 to 34"	"number"	25498	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 35 to 39"	"number"	30776	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 40 to 44"	"number"	39617	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 45 to 49"	"number"	40846	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 50 to 54"	"number"	34186	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 55 to 59"	"number"	29161	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 60 to 64"	"number"	29497	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"South West"	"Age 65 and over"	"number"	63976	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 16 to 18"	"number"	25235	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 19 to 24"	"number"	26221	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 25 to 29"	"number"	16909	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 30 to 34"	"number"	14933	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 35 to 39"	"number"	16695	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 40 to 44"	"number"	21189	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 45 to 49"	"number"	21600	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 50 to 54"	"number"	18929	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 55 to 59"	"number"	16024	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 60 to 64"	"number"	15754	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 2 qualifications"	"Wales"	"Age 65 and over"	"number"	28901	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 16 to 18"	"number"	1313	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 19 to 24"	"number"	2342	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 25 to 29"	"number"	759	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 30 to 34"	"number"	313	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 35 to 39"	"number"	365	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 40 to 44"	"number"	674	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 45 to 49"	"number"	672	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 50 to 54"	"number"	695	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 55 to 59"	"number"	744	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 60 to 64"	"number"	994	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North East"	"Age 65 and over"	"number"	2188	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 16 to 18"	"number"	2689	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 19 to 24"	"number"	5180	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 25 to 29"	"number"	1858	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 30 to 34"	"number"	854	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 35 to 39"	"number"	913	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 40 to 44"	"number"	1536	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 45 to 49"	"number"	1706	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 50 to 54"	"number"	1747	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 55 to 59"	"number"	1817	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 60 to 64"	"number"	2662	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"North West"	"Age 65 and over"	"number"	6343	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	2109	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	4185	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Apprenticeship"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	1295	""
